searched_query,searched_channel,searched_district,searched_state,name,href,rating,category,latitude,longitude
"hotel near Putrajaya, Federal Territory",hotel,Putrajaya,Federal Territory,The Haven Villa Putrajaya Homestay,https://www.google.com/maps/place/The+Haven+Villa+Putrajaya+Homestay/data=!4m10!3m9!1s0x31cdc9f82ed35141:0x426f0f50d6a63565!5m2!4m1!1i2!8m2!3d2.9528417!4d101.7179553!16s%2Fg%2F11cssy4ysc!19sChIJQVHTLvjJzTERZTWm1lAPb0I?authuser=0&hl=en&rclk=1,4.3,3-star hotel,2.9528417,101.7179553
"hotel near Putrajaya, Federal Territory",hotel,Putrajaya,Federal Territory,Homestay d'Pudina,https://www.google.com/maps/place/Homestay+d%27Pudina/data=!4m10!3m9!1s0x31cdb70eaaf8bb33:0x5c5989845a90f8f1!5m2!4m1!1i2!8m2!3d2.919197!4d101.7060425!16s%2Fg%2F11t3dt_ysl!19sChIJM7v4qg63zTER8fiQWoSJWVw?authuser=0&hl=en&rclk=1,5.0,Homestay,2.919197,101.7060425
"hotel near Putrajaya, Federal Territory",hotel,Putrajaya,Federal Territory,Putrajaya Transit Romestay (Bilik),https://www.google.com/maps/place/Putrajaya+Transit+Romestay+%28Bilik%29/data=!4m10!3m9!1s0x31cdb781a16f646d:0xd5a29cdb50aed743!5m2!4m1!1i2!8m2!3d2.9354233!4d101.674735!16s%2Fg%2F11shlc6vnw!19sChIJbWRvoYG3zTERQ9euUNucotU?authuser=0&hl=en&rclk=1,4.9,Homestay,2.9354233,101.674735
"hotel near Putrajaya, Federal Territory",hotel,Putrajaya,Federal Territory,Awedee Homestay Putrajaya,https://www.google.com/maps/place/Awedee+Homestay+Putrajaya/data=!4m10!3m9!1s0x31cdb667e789ca8d:0x54e1ea2d3eac4436!5m2!4m1!1i2!8m2!3d2.9367928!4d101.6721853!16s%2Fg%2F11bc7px3_m!19sChIJjcqJ52e2zTERNkSsPi3q4VQ?authuser=0&hl=en&rclk=1,4.5,Homestay,2.9367928,101.6721853
"hotel near Putrajaya, Federal Territory",hotel,Putrajaya,Federal Territory,Putrajaya Homestay,https://www.google.com/maps/place/Putrajaya+Homestay/data=!4m10!3m9!1s0x31cdb66fa46e1aa5:0x7d342929d259767c!5m2!4m1!1i2!8m2!3d2.9434355!4d101.6745388!16s%2Fg%2F11b66b6wn_!19sChIJpRpupG-2zTERfHZZ0ikpNH0?authuser=0&hl=en&rclk=1,4.5,Serviced accommodation,2.9434355,101.6745388
"hotel near Putrajaya, Federal Territory",hotel,Putrajaya,Federal Territory,Amani Hotel,https://www.google.com/maps/place/Amani+Hotel/data=!4m10!3m9!1s0x31cdcbd4799585d7:0x71309c1a19ee8c87!5m2!4m1!1i2!8m2!3d2.959161!4d101.7559045!16s%2Fg%2F1tfnw2gb!19sChIJ14WVedTLzTERh4zuGRqcMHE?authuser=0&hl=en&rclk=1,3.5,Hotel,2.959161,101.7559045
"hotel near Putrajaya, Federal Territory",hotel,Putrajaya,Federal Territory,La Putri Boutique Hotel Bangi,https://www.google.com/maps/place/La+Putri+Boutique+Hotel+Bangi/data=!4m10!3m9!1s0x31cdcbd25334534f:0xb08ca65965fa88f9!5m2!4m1!1i2!8m2!3d2.9616595!4d101.7555676!16s%2Fg%2F11bwf7831k!19sChIJT1M0U9LLzTER-Yj6ZVmmjLA?authuser=0&hl=en&rclk=1,3.1,2-star hotel,2.9616595,101.7555676
"hotel near Putrajaya, Federal Territory",hotel,Putrajaya,Federal Territory,Solitude Space Hotel,https://www.google.com/maps/place/Solitude+Space+Hotel/data=!4m10!3m9!1s0x31cdb7f780bc75ed:0x3d14409dceb3e113!5m2!4m1!1i2!8m2!3d2.9233287!4d101.6607679!16s%2Fg%2F11lkx5t8xv!19sChIJ7XW8gPe3zTERE-Gzzp1AFD0?authuser=0&hl=en&rclk=1,4.2,Hotel,2.9233287,101.6607679
"hotel near Putrajaya, Federal Territory",hotel,Putrajaya,Federal Territory,AZ Suites @Cyberjaya Putrajaya,https://www.google.com/maps/place/AZ+Suites+@Cyberjaya+Putrajaya/data=!4m10!3m9!1s0x31cdb754171a997f:0xf67d6ae4a83b5555!5m2!4m1!1i2!8m2!3d2.9063093!4d101.6611947!16s%2Fg%2F11sjrm76wc!19sChIJf5kaF1S3zTERVVU7qORqffY?authuser=0&hl=en&rclk=1,,Homestay,2.9063093,101.6611947
"hotel near Putrajaya, Federal Territory",hotel,Putrajaya,Federal Territory,Masayu Putrajaya Homestay,https://www.google.com/maps/place/Masayu+Putrajaya+Homestay/data=!4m10!3m9!1s0x31cdb5d1a92bedd5:0x882bbb566f0fe7a1!5m2!4m1!1i2!8m2!3d2.9629567!4d101.6693151!16s%2Fg%2F11bwh8g7pq!19sChIJ1e0rqdG1zTERoecPb1a7K4g?authuser=0&hl=en&rclk=1,4.4,3-star hotel,2.9629567,101.6693151
"hotel near Putrajaya, Federal Territory",hotel,Putrajaya,Federal Territory,SulamKaseh Dwiputra Homestay Putrajaya,https://www.google.com/maps/place/SulamKaseh+Dwiputra+Homestay+Putrajaya/data=!4m10!3m9!1s0x31cdc954c06acf53:0xe1ab78607fab816d!5m2!4m1!1i2!8m2!3d2.942236!4d101.7169521!16s%2Fg%2F11h0gyb3fw!19sChIJU89qwFTJzTERbYGrf2B4q-E?authuser=0&hl=en&rclk=1,4.8,Homestay,2.942236,101.7169521
"hotel near Putrajaya, Federal Territory",hotel,Putrajaya,Federal Territory,homestay view of putrajaya,https://www.google.com/maps/place/homestay+view+of+putrajaya/data=!4m10!3m9!1s0x31cdb77a0d79ad1f:0x56bef49bf7e54796!5m2!4m1!1i2!8m2!3d2.9126252!4d101.6866011!16s%2Fg%2F11vm58717h!19sChIJH615DXq3zTERlkfl95v0vlY?authuser=0&hl=en&rclk=1,,Homestay,2.9126252,101.6866011
"hotel near Putrajaya, Federal Territory",hotel,Putrajaya,Federal Territory,Musse Hotel,https://www.google.com/maps/place/Musse+Hotel/data=!4m10!3m9!1s0x31cdb6fa959effdb:0x1bbc15ff804c43b9!5m2!4m1!1i2!8m2!3d2.925201!4d101.6513893!16s%2Fg%2F11c1nnc61c!19sChIJ2_-elfq2zTERuUNMgP8VvBs?authuser=0&hl=en&rclk=1,3.3,2-star hotel,2.925201,101.6513893
"hotel near Putrajaya, Federal Territory",hotel,Putrajaya,Federal Territory,AMJ Holiday Home,https://www.google.com/maps/place/AMJ+Holiday+Home/data=!4m10!3m9!1s0x31cdc9dfddc9ad89:0x9951bc4a9ab87351!5m2!4m1!1i2!8m2!3d2.9349241!4d101.7083982!16s%2Fg%2F11f4wtmcqy!19sChIJia3J3d_JzTERUXO4mkq8UZk?authuser=0&hl=en&rclk=1,4.4,Homestay,2.9349241,101.7083982
"hotel near Putrajaya, Federal Territory",hotel,Putrajaya,Federal Territory,Double AA Homestay,https://www.google.com/maps/place/Double+AA+Homestay/data=!4m10!3m9!1s0x31cdb5d40815c6b3:0x5297706458d4610f!5m2!4m1!1i2!8m2!3d2.9601208!4d101.6662224!16s%2Fg%2F11gcqwr57h!19sChIJs8YVCNS1zTERD2HUWGRwl1I?authuser=0&hl=en&rclk=1,4.6,Homestay,2.9601208,101.6662224
"hotel near Putrajaya, Federal Territory",hotel,Putrajaya,Federal Territory,ABSYAR HOMESTAY SELASIH,https://www.google.com/maps/place/ABSYAR+HOMESTAY+SELASIH/data=!4m10!3m9!1s0x31cdb7596bcd77e9:0x3a14dc75d576a7e!5m2!4m1!1i2!8m2!3d2.9253771!4d101.7006597!16s%2Fg%2F11j_155j6s!19sChIJ6XfNa1m3zTERfmpXXcdNoQM?authuser=0&hl=en&rclk=1,4.3,Homestay,2.9253771,101.7006597
"hotel near Putrajaya, Federal Territory",hotel,Putrajaya,Federal Territory,Pisal's Putrajaya Homestay,https://www.google.com/maps/place/Pisal%27s+Putrajaya+Homestay/data=!4m10!3m9!1s0x31cdb5d308faaaab:0x5abd3cb499974d98!5m2!4m1!1i2!8m2!3d2.9619957!4d101.6639165!16s%2Fg%2F11d_88tlmj!19sChIJq6r6CNO1zTERmE2XmbQ8vVo?authuser=0&hl=en&rclk=1,5.0,Hotel,2.9619957,101.6639165
"hotel near Putrajaya, Federal Territory",hotel,Putrajaya,Federal Territory,Maya Homestay Putrajaya Unit Dua,https://www.google.com/maps/place/Maya+Homestay+Putrajaya+Unit+Dua/data=!4m10!3m9!1s0x31cdb73ea645b871:0xd930911b6f8f909a!5m2!4m1!1i2!8m2!3d2.9394075!4d101.6714127!16s%2Fg%2F11lkq4tcp2!19sChIJcbhFpj63zTERmpCPbxuRMNk?authuser=0&hl=en&rclk=1,4.0,Guest house,2.9394075,101.6714127
"hotel near Putrajaya, Federal Territory",hotel,Putrajaya,Federal Territory,HillTree Homestay Putrajaya,https://www.google.com/maps/place/HillTree+Homestay+Putrajaya/data=!4m10!3m9!1s0x31cdb70a74c669c3:0x7505ee2973f2ae81!5m2!4m1!1i2!8m2!3d2.9001276!4d101.6611714!16s%2Fg%2F11f03k4cjz!19sChIJw2nGdAq3zTERga7ycynuBXU?authuser=0&hl=en&rclk=1,4.5,Hotel,2.9001276,101.6611714
"hotel near Putrajaya, Federal Territory",hotel,Putrajaya,Federal Territory,ODEN HOMESTAY PUTRAJAYA,https://www.google.com/maps/place/ODEN+HOMESTAY+PUTRAJAYA/data=!4m10!3m9!1s0x31cdb66635344adf:0xa11b9ac42f8a8176!5m2!4m1!1i2!8m2!3d2.9384872!4d101.6712082!16s%2Fg%2F1v5k0j5g!19sChIJ30o0NWa2zTERdoGKL8SaG6E?authuser=0&hl=en&rclk=1,3.0,Guest house,2.9384872,101.6712082
"hotel near Putrajaya, Federal Territory",hotel,Putrajaya,Federal Territory,Putrajaya Guesthouse Thirty3,https://www.google.com/maps/place/Putrajaya+Guesthouse+Thirty3/data=!4m10!3m9!1s0x31cdb66fa6783b43:0x524ae32fad53ff83!5m2!4m1!1i2!8m2!3d2.9434489!4d101.6746359!16s%2Fg%2F11fnwh5rc0!19sChIJQzt4pm-2zTERg_9TrS_jSlI?authuser=0&hl=en&rclk=1,,Guest house,2.9434489,101.6746359
"hotel near Putrajaya, Federal Territory",hotel,Putrajaya,Federal Territory,alyssa conezion suite,https://www.google.com/maps/place/alyssa+conezion+suite/data=!4m10!3m9!1s0x31cdcb2e77c1c833:0x3219c5493204a60e!5m2!4m1!1i2!8m2!3d2.9654955!4d101.720617!16s%2Fg%2F11f7b3fmf0!19sChIJM8jBdy7LzTERDqYEMknFGTI?authuser=0&hl=en&rclk=1,4.2,Guest house,2.9654955,101.720617
"hotel near Putrajaya, Federal Territory",hotel,Putrajaya,Federal Territory,OYO 1094 Q One Hotel Dengkil,https://www.google.com/maps/place/OYO+1094+Q+One+Hotel+Dengkil/data=!4m10!3m9!1s0x31cdb83a8e2722a7:0x6ddb0d4edfe5a650!5m2!4m1!1i2!8m2!3d2.8653008!4d101.6734434!16s%2Fg%2F11clsxszmh!19sChIJpyInjjq4zTERUKbl304N220?authuser=0&hl=en&rclk=1,3.3,3-star hotel,2.8653008,101.6734434
"hotel near Putrajaya, Federal Territory",hotel,Putrajaya,Federal Territory,Nadrah Putrajaya Homestay,https://www.google.com/maps/place/Nadrah+Putrajaya+Homestay/data=!4m10!3m9!1s0x31cdb5d0151f294b:0x7ced4a1f90e7d8d3!5m2!4m1!1i2!8m2!3d2.963954!4d101.67141!16s%2Fg%2F11t4d_5wb2!19sChIJSykfFdC1zTER09jnkB9K7Xw?authuser=0&hl=en&rclk=1,2.0,,2.963954,101.67141
"hotel near Putrajaya, Federal Territory",hotel,Putrajaya,Federal Territory,Jendelatamu 52 Homestay,https://www.google.com/maps/place/Jendelatamu+52+Homestay/data=!4m10!3m9!1s0x31cdb642c09012f7:0x9fa0ca9a6ae98098!5m2!4m1!1i2!8m2!3d2.9343913!4d101.6739559!16s%2Fg%2F11dzdb4vt8!19sChIJ9xKQwEK2zTERmIDpaprKoJ8?authuser=0&hl=en&rclk=1,3.3,3-star hotel,2.9343913,101.6739559
"hotel near Putrajaya, Federal Territory",hotel,Putrajaya,Federal Territory,Fouzzz Lodge Putrajaya,https://www.google.com/maps/place/Fouzzz+Lodge+Putrajaya/data=!4m10!3m9!1s0x31cdb66fb44c9dbb:0xb269442e26abe2dc!5m2!4m1!1i2!8m2!3d2.9440646!4d101.6752772!16s%2Fg%2F11fm58x55g!19sChIJu51MtG-2zTER3OKrJi5EabI?authuser=0&hl=en&rclk=1,,Hotel,2.9440646,101.6752772
"hotel near Putrajaya, Federal Territory",hotel,Putrajaya,Federal Territory,Barakah Sufi Putrajaya,https://www.google.com/maps/place/Barakah+Sufi+Putrajaya/data=!4m10!3m9!1s0x31cdb7cbd3c97eef:0x551b78f2d9103df0!5m2!4m1!1i2!8m2!3d2.926361!4d101.696445!16s%2Fg%2F11fhnf2ys0!19sChIJ737J08u3zTER8D0Q2fJ4G1U?authuser=0&hl=en&rclk=1,5.0,Hotel,2.926361,101.696445
"hotel near Putrajaya, Federal Territory",hotel,Putrajaya,Federal Territory,PI GRAND HOTEL,https://www.google.com/maps/place/PI+GRAND+HOTEL/data=!4m10!3m9!1s0x31cdb8af779ab97b:0x6de22bc3a241c348!5m2!4m1!1i2!8m2!3d2.8075426!4d101.698464!16s%2Fg%2F11dym3r6_m!19sChIJe7mad6-4zTERSMNBosMr4m0?authuser=0&hl=en&rclk=1,3.8,Hotel,2.8075426,101.698464
"hotel near Putrajaya, Federal Territory",hotel,Putrajaya,Federal Territory,"AIYU Homestay, Conezion, IOI Resort","https://www.google.com/maps/place/AIYU+Homestay,+Conezion,+IOI+Resort/data=!4m10!3m9!1s0x31cdca1066a3b995:0xc24d98c228cf794f!5m2!4m1!1i2!8m2!3d2.9654991!4d101.7206125!16s%2Fg%2F11r_ngppvm!19sChIJlbmjZhDKzTERT3nPKMKYTcI?authuser=0&hl=en&rclk=1",1.0,Bed & breakfast,2.9654991,101.7206125
"hotel near Putrajaya, Federal Territory",hotel,Putrajaya,Federal Territory,Hotel Sri Sutra,https://www.google.com/maps/place/Hotel+Sri+Sutra/data=!4m10!3m9!1s0x31cdcaaa8b635779:0xb4b0a99797de68cf!5m2!4m1!1i2!8m2!3d3.031825!4d101.7079689!16s%2Fg%2F1hc27fz0x!19sChIJeVdji6rKzTERz2jel5epsLQ?authuser=0&hl=en&rclk=1,2.9,2-star hotel,3.031825,101.7079689
"hotel near Putrajaya, Federal Territory",hotel,Putrajaya,Federal Territory,RestQube Homestay Putrajaya,https://www.google.com/maps/place/RestQube+Homestay+Putrajaya/data=!4m10!3m9!1s0x31cdb7f45a805475:0xa4e151f2320e0e8!5m2!4m1!1i2!8m2!3d2.9388038!4d101.6721515!16s%2Fg%2F11c1qmysg_!19sChIJdVSAWvS3zTER6OAgIx8VTgo?authuser=0&hl=en&rclk=1,3.9,Homestay,2.9388038,101.6721515
