searched_query,searched_channel,searched_district,searched_state,name,href,rating,category,latitude,longitude
"hotel near Putrajaya, Federal Territory",hotel,Putrajaya,Federal Territory,Le Méridien Putrajaya,https://www.google.com/maps/place/Le+M%C3%A9ridien+Putrajaya/data=!4m10!3m9!1s0x31cdca0eacdb65ff:0xedd359875ada56de!5m2!4m1!1i2!8m2!3d2.9692262!4d101.7123714!16s%2Fg%2F11c44pxb4p!19sChIJ_2XbrA7KzTER3lbaWodZ0-0?authuser=0&hl=en&rclk=1,4.5,5-star hotel,2.9692262,101.7123714
"hotel near Putrajaya, Federal Territory",hotel,Putrajaya,Federal Territory,"Enclave Business Hotel , Putrajaya","https://www.google.com/maps/place/Enclave+Business+Hotel+,+Putrajaya/data=!4m10!3m9!1s0x31cdc964181db421:0xf2e86d2f085e4ef0!5m2!4m1!1i2!8m2!3d2.9451602!4d101.7218526!16s%2Fg%2F11f5q0v9cg!19sChIJIbQdGGTJzTER8E5eCC9t6PI?authuser=0&hl=en&rclk=1",4.1,3-star hotel,2.9451602,101.7218526
"hotel near Putrajaya, Federal Territory",hotel,Putrajaya,Federal Territory,Al Fateh Homestay Putrajaya,https://www.google.com/maps/place/Al+Fateh+Homestay+Putrajaya/data=!4m10!3m9!1s0x31cdb77a453a70c7:0x3db5cdf17b22a2ff!5m2!4m1!1i2!8m2!3d2.9250354!4d101.7015402!16s%2Fg%2F11gqp1hgl9!19sChIJx3A6RXq3zTER_6Iie_HNtT0?authuser=0&hl=en&rclk=1,4.6,Homestay,2.9250354,101.7015402
"hotel near Putrajaya, Federal Territory",hotel,Putrajaya,Federal Territory,Hotel Hilal,https://www.google.com/maps/place/Hotel+Hilal/data=!4m10!3m9!1s0x31cc383b845d8421:0xe8a78cd46b7085f7!5m2!4m1!1i2!8m2!3d2.9256547!4d101.6510302!16s%2Fg%2F1tngmsh9!19sChIJIYRdhDs4zDER94Vwa9SMp-g?authuser=0&hl=en&rclk=1,4.1,3-star hotel,2.9256547,101.6510302
"hotel near Putrajaya, Federal Territory",hotel,Putrajaya,Federal Territory,Sky View Hotel Dengkil @ Putrajaya / Cyberjaya,https://www.google.com/maps/place/Sky+View+Hotel+Dengkil+@+Putrajaya+%2F+Cyberjaya/data=!4m10!3m9!1s0x31cdb7816e297019:0x54dc07df4e72f2cd!5m2!4m1!1i2!8m2!3d2.8803627!4d101.6651146!16s%2Fg%2F11r1yrhyyr!19sChIJGXApboG3zTERzfJyTt8H3FQ?authuser=0&hl=en&rclk=1,3.1,Hotel,2.8803627,101.6651146
"hotel near Putrajaya, Federal Territory",hotel,Putrajaya,Federal Territory,Al-Amin Homestay Putrajaya,https://www.google.com/maps/place/Al-Amin+Homestay+Putrajaya/data=!4m10!3m9!1s0x31cdb74f66cc7a7f:0x63b7d202bb66c68a!5m2!4m1!1i2!8m2!3d2.925185!4d101.7007268!16s%2Fg%2F11krt11xgz!19sChIJf3rMZk-3zTERisZmuwLSt2M?authuser=0&hl=en&rclk=1,5.0,Homestay,2.925185,101.7007268
"hotel near Putrajaya, Federal Territory",hotel,Putrajaya,Federal Territory,"Palm Garden Hotel, Putrajaya, a Tribute Portfolio Hotel","https://www.google.com/maps/place/Palm+Garden+Hotel,+Putrajaya,+a+Tribute+Portfolio+Hotel/data=!4m10!3m9!1s0x31cdca0a293572b9:0xac2daab5841057b9!5m2!4m1!1i2!8m2!3d2.9698742!4d101.7083034!16s%2Fg%2F1tftz1hx!19sChIJuXI1KQrKzTERuVcQhLWqLaw?authuser=0&hl=en&rclk=1",4.1,5-star hotel,2.9698742,101.7083034
"hotel near Putrajaya, Federal Territory",hotel,Putrajaya,Federal Territory,"Swing and Pillows @ Presint 15, Putrajaya","https://www.google.com/maps/place/Swing+and+Pillows+@+Presint+15,+Putrajaya/data=!4m10!3m9!1s0x31cdc9004d1e8e97:0x73d11e918ce4258d!5m2!4m1!1i2!8m2!3d2.9451982!4d101.7209476!16s%2Fg%2F11vxxc5wmq!19sChIJl44eTQDJzTERjSXkjJEe0XM?authuser=0&hl=en&rclk=1",4.5,Hotel,2.9451982,101.7209476
"hotel near Putrajaya, Federal Territory",hotel,Putrajaya,Federal Territory,Ayer8 Putrajaya Guesthouse,https://www.google.com/maps/place/Ayer8+Putrajaya+Guesthouse/data=!4m10!3m9!1s0x31cdb64638a2d3f5:0xd01d882393c4bd4e!5m2!4m1!1i2!8m2!3d2.9269249!4d101.6789085!16s%2Fg%2F11dzds860g!19sChIJ9dOiOEa2zTERTr3EkyOIHdA?authuser=0&hl=en&rclk=1,4.1,3-star hotel,2.9269249,101.6789085
"hotel near Putrajaya, Federal Territory",hotel,Putrajaya,Federal Territory,CYBERJAYA@ NEW WAVE HOTEL,https://www.google.com/maps/place/CYBERJAYA@+NEW+WAVE+HOTEL/data=!4m10!3m9!1s0x31cdb76e3152d355:0xd13d4f399cea839!5m2!4m1!1i2!8m2!3d2.9252212!4d101.656044!16s%2Fg%2F11jntjvvgt!19sChIJVdNSMW63zTEROajOmfPUEw0?authuser=0&hl=en&rclk=1,3.2,2-star hotel,2.9252212,101.656044
"hotel near Putrajaya, Federal Territory",hotel,Putrajaya,Federal Territory,D Boutique Hotel,https://www.google.com/maps/place/D+Boutique+Hotel/data=!4m10!3m9!1s0x31cdb83ed863f75f:0xb3bcb516041449df!5m2!4m1!1i2!8m2!3d2.8703947!4d101.6713358!16s%2Fg%2F1pp2t_j2c!19sChIJX_dj2D64zTER30kUBBa1vLM?authuser=0&hl=en&rclk=1,4.0,1-star hotel,2.8703947,101.6713358
"hotel near Putrajaya, Federal Territory",hotel,Putrajaya,Federal Territory,Ayer8 Putrajaya Guesthouse,https://www.google.com/maps/place/Ayer8+Putrajaya+Guesthouse/data=!4m10!3m9!1s0x31cdb64638a2d3f5:0xd01d882393c4bd4e!5m2!4m1!1i2!8m2!3d2.9269249!4d101.6789085!16s%2Fg%2F11dzds860g!19sChIJ9dOiOEa2zTERTr3EkyOIHdA?authuser=0&hl=en&rclk=1,4.1,3-star hotel,2.9269249,101.6789085
"hotel near Putrajaya, Federal Territory",hotel,Putrajaya,Federal Territory,Saujana Aster Condominium,https://www.google.com/maps/place/Saujana+Aster+Condominium/data=!4m10!3m9!1s0x31cdb5d808277ebb:0x514c2a7c51be9185!5m2!4m1!1i2!8m2!3d2.9555667!4d101.673751!16s%2Fg%2F11bbrcg2wm!19sChIJu34nCNi1zTERhZG-UXwqTFE?authuser=0&hl=en&rclk=1,4.1,Lodging,2.9555667,101.673751
"hotel near Putrajaya, Federal Territory",hotel,Putrajaya,Federal Territory,Citarasa Putrajaya Lakeside,https://www.google.com/maps/place/Citarasa+Putrajaya+Lakeside/data=!4m10!3m9!1s0x31cdb7a2963fd4b1:0x203cee11fa45ea44!5m2!4m1!1i2!8m2!3d2.9303721!4d101.6842567!16s%2Fg%2F11wj44zg5s!19sChIJsdQ_lqK3zTERROpF-hHuPCA?authuser=0&hl=en&rclk=1,4.0,Homestay,2.9303721,101.6842567
"hotel near Putrajaya, Federal Territory",hotel,Putrajaya,Federal Territory,Monaco Hotel Cyberjaya,https://www.google.com/maps/place/Monaco+Hotel+Cyberjaya/data=!4m10!3m9!1s0x31cdb726ef752adf:0x95eac21a61fa105a!5m2!4m1!1i2!8m2!3d2.9237578!4d101.6511689!16s%2Fg%2F11fmbzhydb!19sChIJ3yp17ya3zTERWhD6YRrC6pU?authuser=0&hl=en&rclk=1,3.9,3-star hotel,2.9237578,101.6511689
"hotel near Putrajaya, Federal Territory",hotel,Putrajaya,Federal Territory,Beryll INN Cyberjaya @ Dpulze Shopping Mall,https://www.google.com/maps/place/Beryll+INN+Cyberjaya+@+Dpulze+Shopping+Mall/data=!4m10!3m9!1s0x31cdb7b80817f42f:0xc0f7121234bb24f2!5m2!4m1!1i2!8m2!3d2.9234592!4d101.6516342!16s%2Fg%2F11fn2zxtjg!19sChIJL_QXCLi3zTER8iS7NBIS98A?authuser=0&hl=en&rclk=1,3.8,2-star hotel,2.9234592,101.6516342
"hotel near Putrajaya, Federal Territory",hotel,Putrajaya,Federal Territory,DoubleTree by Hilton Putrajaya Lakeside,https://www.google.com/maps/place/DoubleTree+by+Hilton+Putrajaya+Lakeside/data=!4m10!3m9!1s0x31cdb73cc743b8c9:0xac4d51cd6418d93f!5m2!4m1!1i2!8m2!3d2.9003165!4d101.6697543!16s%2Fg%2F11h4tp86m6!19sChIJybhDxzy3zTERP9kYZM1RTaw?authuser=0&hl=en&rclk=1,4.4,5-star hotel,2.9003165,101.6697543
"hotel near Putrajaya, Federal Territory",hotel,Putrajaya,Federal Territory,Glamping @ Wetland Putrajaya,https://www.google.com/maps/place/Glamping+@+Wetland+Putrajaya/data=!4m10!3m9!1s0x31cdb5036ec6e8cd:0x514c687fe411bade!5m2!4m1!1i2!8m2!3d2.9695631!4d101.6917803!16s%2Fg%2F11rk359w3t!19sChIJzejGbgO1zTER3roR5H9oTFE?authuser=0&hl=en&rclk=1,4.2,Campground,2.9695631,101.6917803
"hotel near Putrajaya, Federal Territory",hotel,Putrajaya,Federal Territory,Hotel Primera Suite Cyberjaya,https://www.google.com/maps/place/Hotel+Primera+Suite+Cyberjaya/data=!4m10!3m9!1s0x31cdb6fc34a899b1:0xa16a1036a19b8557!5m2!4m1!1i2!8m2!3d2.9191515!4d101.6547057!16s%2Fg%2F12607vm3j!19sChIJsZmoNPy2zTERV4WboTYQaqE?authuser=0&hl=en&rclk=1,4.2,3-star hotel,2.9191515,101.6547057
"hotel near Putrajaya, Federal Territory",hotel,Putrajaya,Federal Territory,Alyssa Homestay Putrajaya,https://www.google.com/maps/place/Alyssa+Homestay+Putrajaya/data=!4m10!3m9!1s0x31cdc9e66ce401b7:0x600791159b85ac37!5m2!4m1!1i2!8m2!3d2.9417304!4d101.7170765!16s%2Fg%2F11c1sz45tn!19sChIJtwHkbObJzTERN6yFmxWRB2A?authuser=0&hl=en&rclk=1,4.6,Guest house,2.9417304,101.7170765
"hotel near Putrajaya, Federal Territory",hotel,Putrajaya,Federal Territory,TranquilHaven Antara Putrajaya,https://www.google.com/maps/place/TranquilHaven+Antara+Putrajaya/data=!4m10!3m9!1s0x31cdb7004f974173:0xa7369612c69dc746!5m2!4m1!1i2!8m2!3d2.8957049!4d101.6661324!16s%2Fg%2F11x8jjc5wy!19sChIJc0GXTwC3zTERRsedxhKWNqc?authuser=0&hl=en&rclk=1,,Homestay,2.8957049,101.6661324
"hotel near Putrajaya, Federal Territory",hotel,Putrajaya,Federal Territory,Homestay Putrajaya Dwiputra Khalif,https://www.google.com/maps/place/Homestay+Putrajaya+Dwiputra+Khalif/data=!4m10!3m9!1s0x31cdc9f542296c4d:0x33ce2a1c6956abb!5m2!4m1!1i2!8m2!3d2.9426532!4d101.7177918!16s%2Fg%2F11j59pp0_p!19sChIJTWwpQvXJzTERu2qVxqHiPAM?authuser=0&hl=en&rclk=1,4.9,Homestay,2.9426532,101.7177918
"hotel near Putrajaya, Federal Territory",hotel,Putrajaya,Federal Territory,De Cyber Boutique Hotel,https://www.google.com/maps/place/De+Cyber+Boutique+Hotel/data=!4m10!3m9!1s0x31cdb6f95382d9d3:0x7f9e44c4efd23934!5m2!4m1!1i2!8m2!3d2.9187677!4d101.6512095!16s%2Fg%2F11fkmkl8rr!19sChIJ09mCU_m2zTERNDnS78REnn8?authuser=0&hl=en&rclk=1,4.4,2-star hotel,2.9187677,101.6512095
"hotel near Putrajaya, Federal Territory",hotel,Putrajaya,Federal Territory,Homestay Putrajaya,https://www.google.com/maps/place/Homestay+Putrajaya/data=!4m10!3m9!1s0x31cdb667d8e11d1d:0x7f2750920384143f!5m2!4m1!1i2!8m2!3d2.9394075!4d101.6714127!16s%2Fg%2F1tfglxht!19sChIJHR3h2Ge2zTERPxSEA5JQJ38?authuser=0&hl=en&rclk=1,3.9,Homestay,2.9394075,101.6714127
"hotel near Putrajaya, Federal Territory",hotel,Putrajaya,Federal Territory,Homestay Jiejie Putrajaya,https://www.google.com/maps/place/Homestay+Jiejie+Putrajaya/data=!4m10!3m9!1s0x31cdc94243d3be9d:0xf51eb9aae6d8c358!5m2!4m1!1i2!8m2!3d2.935629!4d101.7092994!16s%2Fg%2F11x8_31q1w!19sChIJnb7TQ0LJzTERWMPY5qq5HvU?authuser=0&hl=en&rclk=1,,Homestay,2.935629,101.7092994
"hotel near Putrajaya, Federal Territory",hotel,Putrajaya,Federal Territory,Aisyah Homestay Putrajaya (muslim) - Near Dataran Putra view Masjid Putra,https://www.google.com/maps/place/Aisyah+Homestay+Putrajaya+%28muslim%29+-+Near+Dataran+Putra+view+Masjid+Putra/data=!4m10!3m9!1s0x31cdb73adf599d89:0x7c7c5e3cd61b3ab2!5m2!4m1!1i2!8m2!3d2.9359333!4d101.6818569!16s%2Fg%2F11sf5bs4kn!19sChIJiZ1Z3zq3zTERsjob1jxefHw?authuser=0&hl=en&rclk=1,5.0,Homestay,2.9359333,101.6818569
"hotel near Putrajaya, Federal Territory",hotel,Putrajaya,Federal Territory,Grape Villa & Homestay,https://www.google.com/maps/place/Grape+Villa+%26+Homestay/data=!4m10!3m9!1s0x31cdb70975225f11:0xed39f8f3e08472c0!5m2!4m1!1i2!8m2!3d2.9206887!4d101.661557!16s%2Fg%2F11mv4_zzfn!19sChIJEV8idQm3zTERwHKE4PP4Oe0?authuser=0&hl=en&rclk=1,2.3,Homestay,2.9206887,101.661557
"hotel near Putrajaya, Federal Territory",hotel,Putrajaya,Federal Territory,Puchong Business Hotel @ Putrajaya,https://www.google.com/maps/place/Puchong+Business+Hotel+@+Putrajaya/data=!4m10!3m9!1s0x31cdb55ec6980505:0x38acaa6e4ca58cf0!5m2!4m1!1i2!8m2!3d2.9807437!4d101.6542821!16s%2Fg%2F11vdv0bchx!19sChIJBQWYxl61zTER8IylTG6qrDg?authuser=0&hl=en&rclk=1,3.4,Hotel,2.9807437,101.6542821
"hotel near Putrajaya, Federal Territory",hotel,Putrajaya,Federal Territory,Swing and Pillows,https://www.google.com/maps/place/Swing+and+Pillows/data=!4m10!3m9!1s0x31cdb7cd552bdc09:0xd8769088064649bf!5m2!4m1!1i2!8m2!3d2.9266239!4d101.65127!16s%2Fg%2F11y53z4wtz!19sChIJCdwrVc23zTERv0lGBoiQdtg?authuser=0&hl=en&rclk=1,4.6,Hotel,2.9266239,101.65127
"hotel near Putrajaya, Federal Territory",hotel,Putrajaya,Federal Territory,SYG Homestay Dwiputra Presint 15 with Pool,https://www.google.com/maps/place/SYG+Homestay+Dwiputra+Presint+15+with+Pool/data=!4m10!3m9!1s0x31cdc9fd0dfa81e5:0x52dc00d04521643e!5m2!4m1!1i2!8m2!3d2.9416279!4d101.7164456!16s%2Fg%2F11v594_r9n!19sChIJ5YH6Df3JzTERPmQhRdAA3FI?authuser=0&hl=en&rclk=1,,Serviced accommodation,2.9416279,101.7164456
"hotel near Putrajaya, Federal Territory",hotel,Putrajaya,Federal Territory,JAM Hotel Near ERL Salak Tinggi Kota Warisan,https://www.google.com/maps/place/JAM+Hotel+Near+ERL+Salak+Tinggi+Kota+Warisan/data=!4m10!3m9!1s0x31cdc72cc645e7bb:0x8c4dce3626359b9c!5m2!4m1!1i2!8m2!3d2.8240234!4d101.7112244!16s%2Fg%2F11h80pb735!19sChIJu-dFxizHzTERnJs1JjbOTYw?authuser=0&hl=en&rclk=1,2.0,3-star hotel,2.8240234,101.7112244
"hotel near Putrajaya, Federal Territory",hotel,Putrajaya,Federal Territory,Putra One Avenue Hotel,https://www.google.com/maps/place/Putra+One+Avenue+Hotel/data=!4m10!3m9!1s0x31cdb5a66025a073:0xba4130f0d3712fee!5m2!4m1!1i2!8m2!3d2.9916953!4d101.6756939!16s%2Fg%2F1tdzj1qf!19sChIJc6AlYKa1zTER7i9x0_AwQbo?authuser=0&hl=en&rclk=1,3.9,1-star hotel,2.9916953,101.6756939
"hotel near Putrajaya, Federal Territory",hotel,Putrajaya,Federal Territory,Super OYO 90516 Hotel Night Queen salak Tinggi,https://www.google.com/maps/place/Super+OYO+90516+Hotel+Night+Queen+salak+Tinggi/data=!4m10!3m9!1s0x31cdc76243991555:0xf569fdebf358617b!5m2!4m1!1i2!8m2!3d2.8240809!4d101.7088676!16s%2Fg%2F11qb85cbkr!19sChIJVRWZQ2LHzTERe2FY8-v9afU?authuser=0&hl=en&rclk=1,3.4,2-star hotel,2.8240809,101.7088676
"hotel near Putrajaya, Federal Territory",hotel,Putrajaya,Federal Territory,S Rose hotel Sepang,https://www.google.com/maps/place/S+Rose+hotel+Sepang/data=!4m10!3m9!1s0x31cdb9c6bc5600bf:0xf9f9b01e210ab896!5m2!4m1!1i2!8m2!3d2.8079156!4d101.6979341!16s%2Fg%2F11j8c5jqvt!19sChIJvwBWvMa5zTERlrgKIR6w-fk?authuser=0&hl=en&rclk=1,3.7,Hotel,2.8079156,101.6979341
"hotel near Putrajaya, Federal Territory",hotel,Putrajaya,Federal Territory,T-MOK Hotel,https://www.google.com/maps/place/T-MOK+Hotel/data=!4m10!3m9!1s0x31cdb9a4957725bb:0x7784b03af1063697!5m2!4m1!1i2!8m2!3d2.8234854!4d101.6924717!16s%2Fg%2F11l5zf8xkx!19sChIJuyV3laS5zTERlzYG8TqwhHc?authuser=0&hl=en&rclk=1,3.4,Hotel,2.8234854,101.6924717
"hotel near Putrajaya, Federal Territory",hotel,Putrajaya,Federal Territory,"Mihrab Hotel, Putrajaya","https://www.google.com/maps/place/Mihrab+Hotel,+Putrajaya/data=!4m10!3m9!1s0x31cdc9ee02f323ef:0x1f69cd40e12298d2!5m2!4m1!1i2!8m2!3d2.9448527!4d101.7235292!16s%2Fg%2F11b5qnv3v9!19sChIJ7yPzAu7JzTER0pgi4UDNaR8?authuser=0&hl=en&rclk=1",3.5,2-star hotel,2.9448527,101.7235292
"hotel near Putrajaya, Federal Territory",hotel,Putrajaya,Federal Territory,Condo Tamara Putrajaya,https://www.google.com/maps/place/Condo+Tamara+Putrajaya/data=!4m10!3m9!1s0x31cdb64630625c77:0x51d8d68573a3ed0e!5m2!4m1!1i2!8m2!3d2.9265569!4d101.6805589!16s%2Fg%2F11f4wvb_q5!19sChIJd1xiMEa2zTERDu2jc4XW2FE?authuser=0&hl=en&rclk=1,4.3,2-star hotel,2.9265569,101.6805589
"hotel near Putrajaya, Federal Territory",hotel,Putrajaya,Federal Territory,Shaftsbury,https://www.google.com/maps/place/Shaftsbury/data=!4m10!3m9!1s0x31cdc9e24179fd3d:0x45f2360b83fb5f04!5m2!4m1!1i2!8m2!3d2.9394043!4d101.7137114!16s%2Fg%2F11h919x_mf!19sChIJPf15QeLJzTERBF_7gws28kU?authuser=0&hl=en&rclk=1,4.4,Homestay,2.9394043,101.7137114
"hotel near Putrajaya, Federal Territory",hotel,Putrajaya,Federal Territory,Saujana Hijau Homestay Putrajaya,https://www.google.com/maps/place/Saujana+Hijau+Homestay+Putrajaya/data=!4m10!3m9!1s0x31cdb5d80f3cacbd:0x5e4cce2f31bcda1f!5m2!4m1!1i2!8m2!3d2.9555562!4d101.673736!16s%2Fg%2F11c1sjm1p0!19sChIJvaw8D9i1zTERH9q8MS_OTF4?authuser=0&hl=en&rclk=1,4.3,3-star hotel,2.9555562,101.673736
"hotel near Putrajaya, Federal Territory",hotel,Putrajaya,Federal Territory,Villa Tasik Putrajaya,https://www.google.com/maps/place/Villa+Tasik+Putrajaya/data=!4m10!3m9!1s0x31cdb64755c7d533:0x638f46ef36d6c64!5m2!4m1!1i2!8m2!3d2.930231!4d101.683887!16s%2Fg%2F11c6_d28bw!19sChIJM9XHVUe2zTERZGxt8270OAY?authuser=0&hl=en&rclk=1,4.1,Villa,2.930231,101.683887
"hotel near Putrajaya, Federal Territory",hotel,Putrajaya,Federal Territory,Bayu_TAMARA_SUITESTAY HOMESTAY_Ayer8 TAMARA RESIDENCE_P8 PUTRAJAYA,https://www.google.com/maps/place/Bayu_TAMARA_SUITESTAY+HOMESTAY_Ayer8+TAMARA+RESIDENCE_P8+PUTRAJAYA/data=!4m10!3m9!1s0x31cdb646390bbda9:0xf944efca99f083c7!5m2!4m1!1i2!8m2!3d2.9268775!4d101.679992!16s%2Fg%2F11fsw35179!19sChIJqb0LOUa2zTERx4PwmcrvRPk?authuser=0&hl=en&rclk=1,5.0,Guest house,2.9268775,101.679992
"hotel near Putrajaya, Federal Territory",hotel,Putrajaya,Federal Territory,Cenic At Tamara Residence Putrajaya Malaysia,https://www.google.com/maps/place/Cenic+At+Tamara+Residence+Putrajaya+Malaysia/data=!4m10!3m9!1s0x31cdb646204cfbab:0x2bf3c4daaae06e5d!5m2!4m1!1i2!8m2!3d2.926084!4d101.6796619!16s%2Fg%2F11f613cshv!19sChIJq_tMIEa2zTERXW7gqtrE8ys?authuser=0&hl=en&rclk=1,4.4,Lodging,2.926084,101.6796619
"hotel near Putrajaya, Federal Territory",hotel,Putrajaya,Federal Territory,Omma Homestay Putrajaya,https://www.google.com/maps/place/Omma+Homestay+Putrajaya/data=!4m10!3m9!1s0x31cdb75fc488316b:0xe21f8a65390fdf7d!5m2!4m1!1i2!8m2!3d2.9162898!4d101.7057023!16s%2Fg%2F11vkbs6phy!19sChIJazGIxF-3zTERfd8POWWKH-I?authuser=0&hl=en&rclk=1,4.9,Homestay,2.9162898,101.7057023
"hotel near Putrajaya, Federal Territory",hotel,Putrajaya,Federal Territory,The Twelve Putrajaya homestay,https://www.google.com/maps/place/The+Twelve+Putrajaya+homestay/data=!4m10!3m9!1s0x31cdb700680853bb:0x6049567263a24688!5m2!4m1!1i2!8m2!3d2.8954493!4d101.66588!16s%2Fg%2F11lcyr51_7!19sChIJu1MIaAC3zTERiEaiY3JWSWA?authuser=0&hl=en&rclk=1,5.0,Homestay,2.8954493,101.66588
"hotel near Putrajaya, Federal Territory",hotel,Putrajaya,Federal Territory,Harraz Suite Putrajaya,https://www.google.com/maps/place/Harraz+Suite+Putrajaya/data=!4m10!3m9!1s0x31cdb7b943015285:0x5f5b6f308442e691!5m2!4m1!1i2!8m2!3d2.8951079!4d101.6661117!16s%2Fg%2F11v_4r_9xv!19sChIJhVIBQ7m3zTERkeZChDBvW18?authuser=0&hl=en&rclk=1,4.9,Homestay,2.8951079,101.6661117
"hotel near Putrajaya, Federal Territory",hotel,Putrajaya,Federal Territory,"Tune Hotel - Cyberjaya, DPulze Mall","https://www.google.com/maps/place/Tune+Hotel+-+Cyberjaya,+DPulze+Mall/data=!4m10!3m9!1s0x31cdb6fb69f45ee5:0x2d006219ca052979!5m2!4m1!1i2!8m2!3d2.9224569!4d101.6509026!16s%2Fg%2F11b5wlxffb!19sChIJ5V70afu2zTEReSkFyhliAC0?authuser=0&hl=en&rclk=1",3.9,2-star hotel,2.9224569,101.6509026
"hotel near Putrajaya, Federal Territory",hotel,Putrajaya,Federal Territory,Homestay Alyasufi Putrajaya,https://www.google.com/maps/place/Homestay+Alyasufi+Putrajaya/data=!4m10!3m9!1s0x31cdc9444a742737:0xb93a46da5e80fe54!5m2!4m1!1i2!8m2!3d2.9364085!4d101.7097617!16s%2Fg%2F11pv5mppyr!19sChIJNyd0SkTJzTERVP6AXtpGOrk?authuser=0&hl=en&rclk=1,4.8,Homestay,2.9364085,101.7097617
"hotel near Putrajaya, Federal Territory",hotel,Putrajaya,Federal Territory,Seraya Escape Putrajaya,https://www.google.com/maps/place/Seraya+Escape+Putrajaya/data=!4m10!3m9!1s0x31cdc9bd21d78337:0x62e7898a8fb372c0!5m2!4m1!1i2!8m2!3d2.9408734!4d101.71631!16s%2Fg%2F11wbzg3n_d!19sChIJN4PXIb3JzTERwHKzj4qJ52I?authuser=0&hl=en&rclk=1,5.0,Homestay,2.9408734,101.71631
"hotel near Putrajaya, Federal Territory",hotel,Putrajaya,Federal Territory,Fahrulhakim Homestay Putrajaya Presint11,https://www.google.com/maps/place/Fahrulhakim+Homestay+Putrajaya+Presint11/data=!4m10!3m9!1s0x31cdb5d3cd7ba2a3:0xa5bb691e903e098e!5m2!4m1!1i2!8m2!3d2.9599436!4d101.6657292!16s%2Fg%2F11f0l3v0c1!19sChIJo6J7zdO1zTERjgk-kB5pu6U?authuser=0&hl=en&rclk=1,4.5,1-star hotel,2.9599436,101.6657292
"hotel near Putrajaya, Federal Territory",hotel,Putrajaya,Federal Territory,Fahrulhakim Homestay Putrajaya Presint11,https://www.google.com/maps/place/Fahrulhakim+Homestay+Putrajaya+Presint11/data=!4m10!3m9!1s0x31cdb5d3cd7ba2a3:0xa5bb691e903e098e!5m2!4m1!1i2!8m2!3d2.9599436!4d101.6657292!16s%2Fg%2F11f0l3v0c1!19sChIJo6J7zdO1zTERjgk-kB5pu6U?authuser=0&hl=en&rclk=1,4.5,1-star hotel,2.9599436,101.6657292
"hotel near Putrajaya, Federal Territory",hotel,Putrajaya,Federal Territory,SinggahSini Guesthouse Putrajaya,https://www.google.com/maps/place/SinggahSini+Guesthouse+Putrajaya/data=!4m10!3m9!1s0x31cdb6487831fb7f:0xd48dea9bbc0dc292!5m2!4m1!1i2!8m2!3d2.8956935!4d101.665773!16s%2Fg%2F11dd_mz8zd!19sChIJf_sxeEi2zTERksINvJvqjdQ?authuser=0&hl=en&rclk=1,4.9,Homestay,2.8956935,101.665773
"hotel near Putrajaya, Federal Territory",hotel,Putrajaya,Federal Territory,Putrajaya Aster Homestay,https://www.google.com/maps/place/Putrajaya+Aster+Homestay/data=!4m10!3m9!1s0x31cdb5e337f2b6d1:0xa00a5d67fe805af8!5m2!4m1!1i2!8m2!3d2.9558441!4d101.6734314!16s%2Fg%2F11tsrqkk1b!19sChIJ0bbyN-O1zTER-FqA_mddCqA?authuser=0&hl=en&rclk=1,5.0,Homestay,2.9558441,101.6734314
"hotel near Putrajaya, Federal Territory",hotel,Putrajaya,Federal Territory,iWalker @ IOI Conezion Putrajaya,https://www.google.com/maps/place/iWalker+@+IOI+Conezion+Putrajaya/data=!4m10!3m9!1s0x31cdcbf55a0868ad:0x88243e6ca744ff7e!5m2!4m1!1i2!8m2!3d2.9668257!4d101.7214418!16s%2Fg%2F11gsmmt5fx!19sChIJrWgIWvXLzTERfv9Ep2w-JIg?authuser=0&hl=en&rclk=1,4.5,Homestay,2.9668257,101.7214418
"hotel near Putrajaya, Federal Territory",hotel,Putrajaya,Federal Territory,"MR Homestay Putrajaya Dwiputra Residence with Pool, Garden and Gym","https://www.google.com/maps/place/MR+Homestay+Putrajaya+Dwiputra+Residence+with+Pool,+Garden+and+Gym/data=!4m10!3m9!1s0x31cdc95e6c2a787b:0x604453b59c826043!5m2!4m1!1i2!8m2!3d2.9424333!4d101.7176908!16s%2Fg%2F11q3wc94hb!19sChIJe3gqbF7JzTERQ2CCnLVTRGA?authuser=0&hl=en&rclk=1",4.9,Homestay,2.9424333,101.7176908
"hotel near Putrajaya, Federal Territory",hotel,Putrajaya,Federal Territory,Al-Wafry Homestay Putrajaya,https://www.google.com/maps/place/Al-Wafry+Homestay+Putrajaya/data=!4m10!3m9!1s0x31cdc938535a9da9:0xdb4bbb7ca92a9df6!5m2!4m1!1i2!8m2!3d2.936649!4d101.7082094!16s%2Fg%2F11jzh8vcpb!19sChIJqZ1aUzjJzTER9p0qqXy7S9s?authuser=0&hl=en&rclk=1,4.6,Homestay,2.936649,101.7082094
"hotel near Putrajaya, Federal Territory",hotel,Putrajaya,Federal Territory,DutaVilla 32,https://www.google.com/maps/place/DutaVilla+32/data=!4m10!3m9!1s0x31cdc9fb963c61cd:0xdc5902cf80ccf6ff!5m2!4m1!1i2!8m2!3d2.9434672!4d101.7157415!16s%2Fg%2F11wpngqsg_!19sChIJzWE8lvvJzTER__bMgM8CWdw?authuser=0&hl=en&rclk=1,5.0,Homestay,2.9434672,101.7157415
